Client Order ID,Instrument,Side,Quantity,Price
aa47885,Tulip,1,460,94
aa47886,Orchid,1,130,50
aa47887,Lotus,2,300,26
aa47888,Orchid,1,730,28
aa47889,Lotus,2,730,46
aa47890,Lavender,1,870,10
aa47891,Tulip,1,590,73
aa47892,Lotus,1,870,4
aa47893,Lotus,2,240,43
aa47894,Rose,1,350,79
aa47895,Tulip,2,420,20
aa47896,Lotus,1,500,7
aa47897,Lotus,2,800,93
aa47898,Lotus,2,390,39
aa47899,Rose,1,470,9
aa47900,Lavender,2,120,57
aa47901,Rose,1,600,79
aa47902,Lavender,2,980,65
aa47903,Lavender,2,380,50
aa47904,Lotus,2,410,87
aa47905,Rose,2,20,23
aa47906,Tulip,1,880,69
aa47907,Rose,2,270,71
aa47908,Rose,2,930,100
aa47909,Lotus,1,270,92
aa47910,Orchid,1,420,76
aa47911,Tulip,1,830,100
aa47912,Tulip,1,370,55
aa47913,Tulip,2,700,29
aa47914,Orchid,2,940,100
aa47915,Rose,2,670,50
aa47916,Lavender,1,880,45
aa47917,Rose,1,370,12
aa47918,Lotus,1,110,68
aa47919,Orchid,2,480,8
aa47920,Lotus,1,880,74
aa47921,Rose,1,850,29
aa47922,Lavender,2,850,28
aa47923,Orchid,2,110,22
aa47924,Tulip,1,800,69
aa47925,Tulip,1,340,42
aa47926,Lavender,1,240,72
aa47927,Tulip,1,370,81
aa47928,Lotus,2,450,62
aa47929,Rose,1,970,97
aa47930,Rose,2,300,95
aa47931,Orchid,2,460,33
aa47932,Lavender,1,470,90
aa47933,Tulip,2,340,7
aa47934,Tulip,2,790,93
aa47935,Lotus,2,90,32
aa47936,Orchid,2,60,31
aa47937,Tulip,1,40,43
aa47938,Tulip,2,40,11
aa47939,Lotus,2,440,14
aa47940,Orchid,1,340,32
aa47941,Tulip,2,590,34
aa47942,Lavender,1,490,33
aa47943,Lavender,1,240,81
aa47944,Rose,2,670,22
aa47945,Lotus,1,320,10
aa47946,Lotus,2,40,34
aa47947,Lavender,1,950,17
aa47948,Rose,1,740,27
aa47949,Rose,2,130,72
aa47950,Lotus,1,360,69
aa47951,Tulip,1,200,50
aa47952,Orchid,1,80,75
aa47953,Orchid,1,40,28
aa47954,Lotus,1,980,2
aa47955,Lotus,1,920,84
aa47956,Rose,1,390,43
aa47957,Lotus,1,50,65
aa47958,Tulip,1,180,2
aa47959,Rose,1,710,63
aa47960,Lavender,2,830,39
aa47961,Orchid,2,440,38
aa47962,Orchid,2,450,76
aa47963,Rose,2,960,58
aa47964,Tulip,1,950,74
aa47965,Lotus,2,410,51
aa47966,Tulip,1,450,55
aa47967,Tulip,1,790,29
aa47968,Orchid,1,130,69
aa47969,Rose,1,470,17
aa47970,Lavender,1,800,55
aa47971,Tulip,2,850,17
aa47972,Tulip,1,320,84
aa47973,Orchid,2,20,72
aa47974,Tulip,2,990,59
aa47975,Rose,2,470,42
aa47976,Lotus,2,630,1
aa47977,Tulip,2,500,11
aa47978,Lotus,2,980,85
aa47979,Tulip,2,650,87
aa47980,Tulip,2,610,16
aa47981,Lavender,2,680,30
aa47982,Lotus,1,960,93
aa47983,Lavender,1,480,1
aa47984,Rose,1,820,9
aa47985,Lavender,2,570,12
aa47986,Lotus,2,300,59
aa47987,Rose,2,810,45
aa47988,Lavender,2,260,26
aa47989,Lotus,2,750,34
aa47990,Lotus,1,10,86
aa47991,Tulip,1,580,77
aa47992,Tulip,1,250,43
aa47993,Lotus,1,320,92
aa47994,Rose,2,770,8
aa47995,Tulip,2,510,38
aa47996,Orchid,2,900,65
aa47997,Tulip,2,680,8
aa47998,Orchid,2,590,19
aa47999,Rose,2,450,57
aa48000,Lotus,2,670,9
aa48001,Rose,2,200,16
aa48002,Orchid,2,350,89
aa48003,Tulip,1,660,39
aa48004,Orchid,2,850,71
aa48005,Orchid,2,610,21
aa48006,Rose,2,560,12
aa48007,Rose,2,500,27
aa48008,Lotus,2,710,24
aa48009,Lavender,1,240,68
aa48010,Tulip,2,520,72
aa48011,Tulip,2,650,26
aa48012,Orchid,1,10,64
aa48013,Lavender,2,700,21
aa48014,Tulip,1,820,78
aa48015,Lotus,2,40,10
aa48016,Rose,1,800,85
aa48017,Tulip,1,890,94
aa48018,Lavender,1,870,8
aa48019,Orchid,1,470,99
aa48020,Lavender,1,80,16
aa48021,Orchid,2,950,42
aa48022,Orchid,2,170,90
aa48023,Rose,1,290,72
aa48024,Tulip,1,260,64
aa48025,Orchid,2,80,24
aa48026,Lotus,2,270,13
aa48027,Lavender,1,380,33
aa48028,Rose,2,910,72
aa48029,Lotus,1,170,59
aa48030,Lotus,1,140,0
aa48031,Lavender,1,810,77
aa48032,Orchid,2,340,2
aa48033,Orchid,2,50,9
aa48034,Rose,1,550,91
aa48035,Rose,2,850,20
aa48036,Lotus,2,620,31
aa48037,Lavender,2,440,9
aa48038,Tulip,1,170,82
aa48039,Orchid,2,940,28
aa48040,Tulip,1,500,31
aa48041,Tulip,1,950,31
aa48042,Orchid,1,200,52
aa48043,Orchid,1,610,91
aa48044,Lotus,2,550,52
aa48045,Lavender,2,320,13
aa48046,Rose,2,20,92
aa48047,Lotus,2,20,92
aa48048,Lotus,2,210,74
aa48049,Tulip,1,730,40
aa48050,Rose,2,860,4
aa48051,Tulip,1,420,97
aa48052,Tulip,1,180,46
aa48053,Lavender,1,820,42
aa48054,Rose,2,680,94
aa48055,Lotus,1,660,89
aa48056,Tulip,2,810,53
aa48057,Lotus,1,50,100
aa48058,Orchid,1,490,34
aa48059,Lavender,2,200,48
aa48060,Lotus,2,340,5
aa48061,Lavender,1,210,25
aa48062,Rose,1,300,50
aa48063,Orchid,2,480,22
aa48064,Rose,1,840,80
aa48065,Orchid,2,50,8
aa48066,Tulip,2,280,24
aa48067,Orchid,1,470,35
aa48068,Orchid,2,450,23
aa48069,Orchid,1,410,74
aa48070,Lotus,2,930,24
aa48071,Rose,1,960,57
aa48072,Lavender,2,420,93
aa48073,Orchid,1,670,86
aa48074,Rose,1,490,6
aa48075,Lotus,1,300,44
aa48076,Rose,1,410,38
aa48077,Lotus,1,600,26
aa48078,Lotus,2,630,41
aa48079,Tulip,2,390,33
aa48080,Orchid,1,470,2
aa48081,Tulip,1,470,72
aa48082,Orchid,1,860,97
aa48083,Rose,2,380,77
aa48084,Rose,1,90,64
aa48085,Rose,2,600,67
aa48086,Lotus,1,230,84
aa48087,Rose,2,710,14
aa48088,Orchid,1,100,76
aa48089,Orchid,1,820,94
aa48090,Tulip,2,250,89
aa48091,Lavender,1,390,46
aa48092,Lotus,1,200,58
aa48093,Orchid,1,80,4
aa48094,Orchid,1,970,17
aa48095,Tulip,2,260,75
aa48096,Tulip,2,870,91
aa48097,Lotus,2,100,2
aa48098,Lavender,2,880,62
aa48099,Lavender,1,480,26
aa48100,Rose,1,530,99
aa48101,Lotus,1,440,50
aa48102,Tulip,1,720,60
aa48103,Tulip,2,230,82
aa48104,Rose,2,260,13
aa48105,Lavender,1,830,97
aa48106,Rose,2,110,6
aa48107,Orchid,1,710,92
aa48108,Orchid,2,590,56
aa48109,Lavender,2,680,44
aa48110,Rose,1,900,79
aa48111,Lavender,1,510,59
aa48112,Rose,2,360,10
aa48113,Lavender,2,970,74
aa48114,Orchid,1,830,55
aa48115,Tulip,2,420,73
aa48116,Orchid,2,580,47
aa48117,Rose,2,890,50
aa48118,Rose,1,920,90
aa48119,Lotus,1,890,31
aa48120,Orchid,1,510,51
aa48121,Lavender,1,970,22
aa48122,Tulip,1,460,65
aa48123,Orchid,2,250,81
aa48124,Orchid,2,570,34
aa48125,Orchid,1,210,49
aa48126,Rose,1,950,7
aa48127,Lavender,1,240,50
aa48128,Rose,1,100,34
aa48129,Tulip,1,580,98
aa48130,Rose,2,470,5
aa48131,Rose,2,950,82
aa48132,Lavender,2,480,46
aa48133,Tulip,1,210,62
aa48134,Rose,1,800,81
aa48135,Orchid,1,240,76
aa48136,Lotus,2,810,61
aa48137,Tulip,1,690,84
aa48138,Rose,2,260,51
aa48139,Rose,2,340,23
aa48140,Tulip,1,600,81
aa48141,Rose,1,840,22
aa48142,Orchid,2,490,6
aa48143,Orchid,1,270,28
aa48144,Orchid,1,740,57
aa48145,Orchid,2,650,16
aa48146,Orchid,2,360,49
aa48147,Rose,2,30,76
aa48148,Lotus,1,600,82
aa48149,Lavender,2,390,49
aa48150,Orchid,2,420,98
aa48151,Lavender,2,180,3
aa48152,Lavender,2,360,88
aa48153,Rose,2,380,14
aa48154,Rose,2,500,24
aa48155,Rose,1,990,55
aa48156,Lotus,1,600,69
aa48157,Lavender,1,570,74
aa48158,Rose,1,670,53
aa48159,Tulip,1,120,25
aa48160,Orchid,2,100,78
aa48161,Orchid,1,680,50
aa48162,Rose,1,100,12
aa48163,Rose,1,380,46
aa48164,Lavender,1,470,66
aa48165,Rose,2,990,82
aa48166,Lotus,2,450,59
aa48167,Orchid,2,510,53
aa48168,Tulip,1,720,84
aa48169,Tulip,2,20,72
aa48170,Lotus,2,470,6
aa48171,Orchid,1,670,29
aa48172,Orchid,1,490,17
aa48173,Orchid,1,20,36
aa48174,Tulip,2,50,89
aa48175,Lavender,2,120,37
aa48176,Rose,1,590,25
aa48177,Orchid,1,740,95
aa48178,Orchid,1,390,12
aa48179,Tulip,2,920,8
aa48180,Rose,1,20,95
aa48181,Lavender,1,110,20
aa48182,Orchid,1,440,19
aa48183,Lavender,2,410,6
aa48184,Rose,2,810,7
aa48185,Tulip,1,90,39
aa48186,Orchid,1,120,54
aa48187,Lavender,2,860,4
aa48188,Rose,2,780,13
aa48189,Rose,1,770,93
aa48190,Lavender,2,790,44
aa48191,Rose,2,380,69
aa48192,Lotus,2,110,78
aa48193,Orchid,1,420,97
aa48194,Orchid,1,80,76
aa48195,Orchid,2,400,24
aa48196,Orchid,2,410,95
aa48197,Rose,1,840,100
aa48198,Orchid,1,440,59
aa48199,Orchid,2,60,78
aa48200,Rose,1,50,81
aa48201,Lavender,1,760,45
aa48202,Lavender,2,600,45
aa48203,Orchid,2,310,73
aa48204,Lavender,2,730,11
aa48205,Tulip,2,810,26
aa48206,Rose,2,60,7
aa48207,Tulip,1,720,20
aa48208,Tulip,2,980,59
aa48209,Rose,2,760,39
aa48210,Tulip,1,280,25
aa48211,Tulip,1,460,76
aa48212,Lavender,2,690,25
aa48213,Rose,2,670,33
aa48214,Lavender,2,190,40
aa48215,Tulip,2,110,14
aa48216,Tulip,1,800,28
aa48217,Lavender,1,420,93
aa48218,Lavender,2,950,52
aa48219,Lotus,1,370,65
aa48220,Lavender,2,290,13
aa48221,Tulip,2,340,9
aa48222,Lotus,2,710,73
aa48223,Orchid,2,280,61
aa48224,Orchid,2,770,27
aa48225,Lotus,1,900,75
aa48226,Rose,1,110,79
aa48227,Lotus,1,770,44
aa48228,Tulip,2,180,2
aa48229,Orchid,2,470,19
aa48230,Lavender,2,300,35
aa48231,Tulip,2,460,52
aa48232,Rose,1,530,92
aa48233,Tulip,2,650,36
aa48234,Lavender,1,240,37
aa48235,Lavender,2,480,19
aa48236,Rose,2,250,75
aa48237,Orchid,2,720,38
aa48238,Lotus,2,50,43
aa48239,Lotus,2,920,59
aa48240,Lotus,2,980,73
aa48241,Lavender,1,20,61
aa48242,Lotus,2,290,87
aa48243,Tulip,1,900,13
aa48244,Lotus,1,500,20
aa48245,Tulip,1,280,95
aa48246,Rose,1,10,92
aa48247,Lotus,2,390,27
aa48248,Lotus,1,480,81
aa48249,Rose,1,200,42
aa48250,Rose,1,530,71
aa48251,Lavender,2,70,79
aa48252,Tulip,1,560,18
aa48253,Lavender,1,800,22
aa48254,Lavender,2,600,83
aa48255,Tulip,1,150,14
aa48256,Lotus,1,330,96
aa48257,Lavender,2,870,1
aa48258,Tulip,1,50,64
aa48259,Tulip,2,490,56
aa48260,Lotus,2,310,38
aa48261,Rose,2,680,29
aa48262,Tulip,2,580,8
aa48263,Rose,2,550,80
aa48264,Tulip,1,450,44
aa48265,Orchid,1,90,60
aa48266,Lavender,2,200,72
aa48267,Lavender,2,440,6
aa48268,Tulip,1,890,32
aa48269,Tulip,1,790,48
aa48270,Rose,1,440,69
aa48271,Orchid,2,140,24
aa48272,Rose,1,660,14
aa48273,Lotus,2,570,1
aa48274,Lotus,1,470,93
aa48275,Rose,2,520,21
aa48276,Rose,2,760,5
aa48277,Rose,2,100,50
aa48278,Orchid,2,890,25
aa48279,Tulip,2,730,35
aa48280,Rose,2,40,33
aa48281,Lavender,1,580,42
aa48282,Lotus,1,720,65
aa48283,Lavender,2,550,37
aa48284,Lavender,1,990,15
aa48285,Rose,2,360,41
aa48286,Rose,2,710,33
aa48287,Lavender,1,280,95
aa48288,Rose,1,30,58
aa48289,Tulip,1,600,26
aa48290,Rose,1,630,56
aa48291,Lotus,1,550,91
aa48292,Rose,2,820,32
aa48293,Lavender,1,360,69
aa48294,Tulip,2,650,80
aa48295,Lotus,2,420,6
aa48296,Lavender,1,130,68
aa48297,Tulip,1,430,83
aa48298,Orchid,2,410,4
aa48299,Lavender,1,240,95
aa48300,Lotus,1,690,25
aa48301,Tulip,1,600,50
aa48302,Tulip,1,730,6
aa48303,Lotus,1,910,72
aa48304,Tulip,1,580,80
aa48305,Rose,2,880,25
aa48306,Orchid,2,760,56
aa48307,Orchid,1,420,24
aa48308,Lotus,2,750,86
aa48309,Rose,1,490,94
aa48310,Orchid,1,450,99
aa48311,Orchid,2,530,12
aa48312,Rose,2,660,35
aa48313,Lotus,1,720,76
aa48314,Lavender,2,150,25
aa48315,Tulip,1,670,61
aa48316,Rose,2,700,99
aa48317,Orchid,2,90,0
aa48318,Orchid,1,710,93
aa48319,Lavender,1,180,91
aa48320,Orchid,2,310,70
aa48321,Lavender,2,350,71
aa48322,Orchid,1,800,48
aa48323,Orchid,2,50,48
aa48324,Lavender,2,760,37
aa48325,Lotus,2,890,68
aa48326,Rose,1,780,47
aa48327,Rose,1,10,2
aa48328,Orchid,1,960,44
aa48329,Rose,1,200,56
aa48330,Tulip,2,750,88
aa48331,Rose,1,780,55
aa48332,Lotus,2,270,24
aa48333,Tulip,2,480,21
aa48334,Tulip,2,40,15
aa48335,Orchid,1,710,71
aa48336,Tulip,1,120,97
aa48337,Lavender,1,410,84
aa48338,Tulip,1,940,25
aa48339,Tulip,1,310,66
aa48340,Orchid,1,380,37
aa48341,Rose,2,420,71
aa48342,Tulip,2,60,55
aa48343,Tulip,1,850,74
aa48344,Rose,1,480,69
aa48345,Tulip,1,860,14
aa48346,Lotus,1,250,20
aa48347,Lavender,1,440,29
aa48348,Orchid,1,520,91
aa48349,Lavender,2,140,16
aa48350,Tulip,2,890,60
aa48351,Rose,1,190,61
aa48352,Orchid,1,260,100
aa48353,Lavender,1,800,32
aa48354,Orchid,1,650,58
aa48355,Rose,2,930,83
aa48356,Rose,1,770,29
aa48357,Lotus,2,130,16
aa48358,Lotus,1,220,0
aa48359,Orchid,2,520,5
aa48360,Orchid,2,190,17
aa48361,Lotus,2,190,61
aa48362,Rose,2,820,79
aa48363,Orchid,1,230,39
aa48364,Tulip,1,520,39
aa48365,Orchid,2,520,86
aa48366,Orchid,2,970,13
aa48367,Lavender,2,40,4
aa48368,Rose,1,30,69
aa48369,Lavender,1,870,49
aa48370,Lotus,2,680,59
aa48371,Rose,2,220,82
aa48372,Rose,2,100,1
aa48373,Lavender,1,540,24
aa48374,Tulip,1,60,52
aa48375,Lotus,2,720,58
aa48376,Lotus,1,180,96
aa48377,Rose,1,110,16
aa48378,Lotus,1,550,96
aa48379,Tulip,1,20,1
aa48380,Lavender,1,720,88
aa48381,Rose,1,220,1
aa48382,Tulip,2,710,14
aa48383,Tulip,2,470,76
aa48384,Orchid,2,720,48
aa48385,Lavender,2,630,50
aa48386,Lotus,1,740,26
aa48387,Lavender,1,80,98
aa48388,Orchid,2,310,44
aa48389,Lotus,1,160,62
aa48390,Lotus,1,300,9
aa48391,Tulip,2,970,1
aa48392,Tulip,2,400,42
aa48393,Lotus,1,730,9
aa48394,Orchid,1,560,21
aa48395,Lotus,2,470,96
aa48396,Lavender,2,730,52
aa48397,Orchid,1,320,92
aa48398,Rose,1,840,90
aa48399,Rose,2,90,61
aa48400,Lavender,1,650,74
aa48401,Lavender,2,710,54
aa48402,Tulip,1,150,82
aa48403,Lavender,1,260,75
aa48404,Orchid,2,460,6
aa48405,Rose,1,550,99
aa48406,Orchid,2,710,26
aa48407,Lotus,1,450,16
aa48408,Rose,2,100,94
aa48409,Tulip,2,920,66
aa48410,Orchid,2,240,43
aa48411,Tulip,1,580,46
aa48412,Rose,2,340,97
aa48413,Rose,1,30,52
aa48414,Tulip,1,600,15
aa48415,Tulip,1,430,100
aa48416,Lotus,2,610,93
aa48417,Lavender,2,490,32
aa48418,Lotus,2,920,73
aa48419,Orchid,2,780,12
aa48420,Rose,2,680,18
aa48421,Orchid,2,860,7
aa48422,Rose,2,720,2
aa48423,Orchid,2,700,68
aa48424,Lotus,2,850,28
aa48425,Lotus,1,610,33
aa48426,Rose,2,590,2
aa48427,Tulip,1,730,82
aa48428,Orchid,1,180,65
aa48429,Lavender,1,250,10
aa48430,Tulip,1,610,7
aa48431,Lotus,2,900,54
aa48432,Orchid,1,460,8
aa48433,Lotus,2,930,43
aa48434,Lavender,2,130,76
aa48435,Lavender,1,900,37
aa48436,Lavender,1,780,43
aa48437,Lotus,1,670,7
aa48438,Rose,2,950,76
aa48439,Tulip,2,720,44
aa48440,Orchid,2,690,43
aa48441,Tulip,2,230,79
aa48442,Rose,2,610,97
aa48443,Orchid,2,800,75
aa48444,Rose,2,890,74
aa48445,Orchid,1,940,35
aa48446,Lavender,2,580,66
aa48447,Tulip,1,900,75
aa48448,Lotus,2,730,3
aa48449,Orchid,1,70,82
aa48450,Lotus,2,400,62
aa48451,Rose,1,420,39
aa48452,Lavender,1,740,38
aa48453,Lotus,1,780,59
aa48454,Lotus,2,620,69
aa48455,Lotus,1,920,2
aa48456,Rose,2,750,16
aa48457,Lotus,2,350,67
aa48458,Lotus,1,100,74
aa48459,Lotus,1,620,33
aa48460,Lotus,1,660,63
aa48461,Lotus,1,430,29
aa48462,Orchid,1,550,94
aa48463,Orchid,2,760,24
aa48464,Rose,1,140,11
aa48465,Orchid,2,160,17
aa48466,Lavender,1,660,68
aa48467,Tulip,1,990,0
aa48468,Rose,2,150,9
aa48469,Tulip,1,720,27
aa48470,Orchid,2,590,19
aa48471,Tulip,2,130,44
aa48472,Lavender,2,740,43
aa48473,Tulip,1,320,25
aa48474,Lavender,2,310,37
aa48475,Tulip,1,190,43
aa48476,Rose,2,90,9
aa48477,Lavender,1,550,87
aa48478,Lotus,2,920,25
aa48479,Lotus,2,780,67
aa48480,Lavender,2,850,0
aa48481,Orchid,1,820,54
aa48482,Orchid,2,10,88
aa48483,Tulip,2,880,68
aa48484,Lavender,1,280,80
aa48485,Rose,1,160,14
aa48486,Lavender,1,860,18
aa48487,Orchid,1,910,95
aa48488,Lavender,1,910,99
aa48489,Tulip,2,890,63
aa48490,Tulip,1,450,61
aa48491,Orchid,1,960,74
aa48492,Lotus,1,520,29
aa48493,Lotus,2,910,94
aa48494,Lavender,2,650,54
aa48495,Rose,2,770,50
aa48496,Lavender,2,340,9
aa48497,Lotus,2,930,20
aa48498,Rose,1,660,69
aa48499,Lavender,1,840,2
aa48500,Tulip,2,680,50
aa48501,Lotus,1,470,81
aa48502,Orchid,2,70,15
aa48503,Rose,1,220,5
aa48504,Lotus,2,670,29
aa48505,Tulip,2,330,97
aa48506,Tulip,1,940,8
aa48507,Tulip,2,210,58
aa48508,Rose,2,440,86
aa48509,Lavender,1,610,26
aa48510,Rose,2,10,47
aa48511,Lavender,2,250,13
aa48512,Tulip,1,730,85
aa48513,Lavender,2,730,53
aa48514,Lotus,2,630,100
aa48515,Rose,1,700,17
aa48516,Lavender,1,540,44
aa48517,Lavender,1,800,25
aa48518,Lavender,1,50,20
aa48519,Tulip,1,130,36
aa48520,Lotus,1,780,4
aa48521,Lotus,1,610,84
aa48522,Tulip,2,690,35
aa48523,Rose,1,160,21
aa48524,Tulip,1,840,75
aa48525,Lavender,1,300,3
aa48526,Orchid,1,240,52
aa48527,Lotus,2,810,44
aa48528,Lotus,1,940,51
aa48529,Lotus,2,810,88
aa48530,Lavender,1,990,62
aa48531,Tulip,1,790,39
aa48532,Orchid,1,260,90
aa48533,Rose,1,980,21
aa48534,Lotus,1,740,69
aa48535,Tulip,1,600,60
aa48536,Rose,1,870,9
aa48537,Lavender,1,70,97
aa48538,Orchid,2,400,63
aa48539,Tulip,1,550,7
aa48540,Lotus,2,720,39
aa48541,Lotus,2,250,34
aa48542,Lotus,1,670,83
aa48543,Lavender,1,100,70
aa48544,Rose,2,490,8
aa48545,Tulip,2,60,79
aa48546,Rose,1,690,35
aa48547,Tulip,2,310,90
aa48548,Tulip,2,180,11
aa48549,Orchid,1,940,87
aa48550,Rose,2,600,21
aa48551,Orchid,2,520,91
aa48552,Orchid,1,140,42
aa48553,Orchid,1,980,82
aa48554,Tulip,2,220,29
aa48555,Tulip,2,110,80
aa48556,Tulip,1,620,22
aa48557,Orchid,1,470,77
aa48558,Tulip,1,550,6
aa48559,Lavender,2,970,67
aa48560,Rose,1,560,55
aa48561,Orchid,1,70,91
aa48562,Rose,1,50,37
aa48563,Lavender,1,480,51
aa48564,Rose,1,50,66
aa48565,Lavender,1,450,32
aa48566,Tulip,2,750,63
aa48567,Lavender,2,510,77
aa48568,Orchid,2,510,55
aa48569,Lotus,2,740,64
aa48570,Rose,1,520,49
aa48571,Orchid,1,730,86
aa48572,Lotus,2,350,93
aa48573,Tulip,2,70,40
aa48574,Tulip,1,310,78
aa48575,Lotus,1,900,86
aa48576,Rose,2,560,84
aa48577,Lavender,2,630,77
aa48578,Rose,1,720,25
aa48579,Lavender,1,400,79
aa48580,Lavender,2,960,70
aa48581,Tulip,1,880,73
aa48582,Tulip,2,170,22
aa48583,Orchid,2,280,82
aa48584,Lavender,1,680,25
aa48585,Lotus,1,940,79
aa48586,Orchid,2,680,46
aa48587,Tulip,1,590,48
aa48588,Orchid,1,830,19
aa48589,Lavender,2,320,70
aa48590,Orchid,2,770,98
aa48591,Rose,2,420,25
aa48592,Tulip,2,510,57
aa48593,Rose,1,790,69
aa48594,Orchid,1,480,81
aa48595,Rose,1,730,95
aa48596,Tulip,1,410,70
aa48597,Orchid,1,340,40
aa48598,Orchid,1,410,35
aa48599,Rose,1,260,89
aa48600,Lotus,2,850,94
aa48601,Lavender,2,580,79
aa48602,Tulip,2,740,61
aa48603,Orchid,2,560,89
aa48604,Lotus,2,760,8
aa48605,Rose,2,730,46
aa48606,Rose,2,400,25
aa48607,Orchid,1,410,53
aa48608,Tulip,1,700,5
aa48609,Orchid,2,320,48
aa48610,Orchid,2,810,60
aa48611,Lavender,2,160,68
aa48612,Orchid,2,920,40
aa48613,Rose,1,300,14
aa48614,Tulip,1,840,15
aa48615,Orchid,2,160,57
aa48616,Tulip,1,60,50
aa48617,Tulip,2,290,74
aa48618,Lotus,1,800,46
aa48619,Lavender,1,210,31
aa48620,Tulip,1,80,85
aa48621,Orchid,2,150,29
aa48622,Rose,1,510,3
aa48623,Rose,1,290,31
aa48624,Lavender,2,390,100
aa48625,Rose,2,160,27
aa48626,Orchid,2,920,17
aa48627,Tulip,2,30,53
aa48628,Lavender,2,260,11
aa48629,Tulip,1,350,100
aa48630,Lotus,2,630,42
aa48631,Lavender,1,210,71
aa48632,Tulip,2,680,48
aa48633,Rose,2,460,5
aa48634,Lotus,2,550,62
aa48635,Lavender,1,670,64
aa48636,Lavender,2,440,28
aa48637,Lotus,2,980,66
aa48638,Lotus,1,570,79
aa48639,Orchid,2,30,98
aa48640,Orchid,2,540,34
aa48641,Orchid,2,630,53
aa48642,Orchid,1,550,52
aa48643,Rose,2,320,77
aa48644,Tulip,1,370,53
aa48645,Lavender,2,270,78
aa48646,Tulip,1,970,81
aa48647,Tulip,2,110,55
aa48648,Tulip,2,440,23
aa48649,Orchid,1,110,95
aa48650,Lavender,2,620,94
aa48651,Lotus,1,410,30
aa48652,Lavender,1,690,66
aa48653,Tulip,1,800,66
aa48654,Tulip,2,920,1
aa48655,Orchid,2,670,31
aa48656,Lavender,1,450,37
aa48657,Lotus,1,350,59
aa48658,Lavender,2,810,78
aa48659,Rose,1,540,18
aa48660,Orchid,1,350,74
aa48661,Rose,2,790,90
aa48662,Tulip,1,970,58
aa48663,Lavender,2,830,95
aa48664,Rose,1,790,71
aa48665,Orchid,2,330,12
aa48666,Lavender,1,170,79
aa48667,Tulip,1,860,63
aa48668,Orchid,1,630,92
aa48669,Orchid,2,860,78
aa48670,Lavender,1,80,70
aa48671,Tulip,1,90,38
aa48672,Orchid,2,770,0
aa48673,Lotus,1,950,32
aa48674,Lavender,2,820,12
aa48675,Tulip,1,180,53
aa48676,Orchid,1,300,65
aa48677,Lavender,2,800,49
aa48678,Lavender,1,890,60
aa48679,Tulip,2,510,62
aa48680,Tulip,1,410,55
aa48681,Lavender,2,440,68
aa48682,Lavender,1,70,15
aa48683,Rose,2,30,65
aa48684,Lavender,2,620,92
aa48685,Lotus,1,570,6
aa48686,Tulip,2,600,63
aa48687,Rose,2,460,18
aa48688,Rose,2,750,16
aa48689,Rose,2,610,2
aa48690,Tulip,2,930,50
aa48691,Lavender,2,380,38
aa48692,Rose,2,70,46
aa48693,Tulip,2,110,13
aa48694,Tulip,1,540,87
aa48695,Rose,2,190,86
aa48696,Lotus,2,600,79
aa48697,Tulip,2,410,32
aa48698,Lotus,1,700,61
aa48699,Orchid,1,690,99
aa48700,Tulip,2,990,77
aa48701,Tulip,1,150,48
aa48702,Lotus,1,740,14
aa48703,Tulip,2,830,47
aa48704,Tulip,1,810,34
aa48705,Lotus,1,750,68
aa48706,Rose,2,970,16
aa48707,Lotus,2,970,45
aa48708,Lavender,1,840,61
aa48709,Lotus,2,190,76
aa48710,Tulip,2,910,58
aa48711,Rose,2,520,63
aa48712,Lavender,1,750,59
aa48713,Orchid,2,970,59
aa48714,Lavender,2,610,14
aa48715,Rose,2,930,13
aa48716,Tulip,2,750,48
aa48717,Lavender,1,960,71
aa48718,Lotus,2,310,31
aa48719,Rose,2,80,35
aa48720,Lotus,2,840,12
aa48721,Lotus,2,400,69
aa48722,Orchid,2,90,91
aa48723,Rose,1,470,34
aa48724,Orchid,1,660,65
aa48725,Lavender,1,380,42
aa48726,Tulip,1,120,86
aa48727,Lotus,1,670,94
aa48728,Rose,1,230,19
aa48729,Orchid,2,770,53
aa48730,Lotus,2,520,64
aa48731,Rose,1,600,15
aa48732,Lotus,2,170,33
aa48733,Tulip,2,730,36
aa48734,Rose,1,360,28
aa48735,Orchid,2,990,65
aa48736,Tulip,1,290,3
aa48737,Orchid,1,660,2
aa48738,Lotus,1,110,55
aa48739,Lotus,2,470,54
aa48740,Rose,1,670,67
aa48741,Orchid,1,660,64
aa48742,Lavender,2,320,94
aa48743,Lavender,2,890,2
aa48744,Rose,2,280,14
aa48745,Lotus,2,630,18
aa48746,Lavender,2,710,2
aa48747,Lotus,1,770,66
aa48748,Orchid,1,100,9
aa48749,Tulip,1,280,67
aa48750,Lotus,2,920,75
aa48751,Tulip,2,950,71
aa48752,Lavender,2,550,99
aa48753,Tulip,2,700,33
aa48754,Rose,1,220,27
aa48755,Lotus,1,500,7
aa48756,Orchid,1,810,81
aa48757,Lavender,2,850,41
aa48758,Orchid,1,500,35
aa48759,Tulip,1,430,3
aa48760,Tulip,1,360,86
aa48761,Tulip,1,460,34
aa48762,Lotus,2,700,99
aa48763,Lotus,1,710,54
aa48764,Tulip,1,910,51
aa48765,Lavender,2,580,84
aa48766,Lotus,1,550,96
aa48767,Lavender,1,640,0
aa48768,Orchid,1,120,44
aa48769,Orchid,1,510,94
